,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
234,-1,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,
235,-1,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,
236,-1,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,
237,-1,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,
238,1,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,
239,-1,2.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,
240,-1,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,
241,-1,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,
242,-1,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,
243,-1,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,
244,1,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,
245,-1,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,
246,1,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,
247,1,3.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,
248,-1,1.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,
249,1,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,
250,-1,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,
251,-1,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,
252,-1,2.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,
253,-1,4.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,
254,-1,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,
255,1,4.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,
256,-1,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,
257,1,2.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,
258,-1,3.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,
259,1,2.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,
260,-1,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,
261,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,
262,-1,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,
263,1,1.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,
264,1,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,
265,-1,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,
266,1,3.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,
267,1,2.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,
268,-1,1.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,
269,-1,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,
270,-1,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,
271,-1,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,
272,1,3.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,
273,-1,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,
274,-1,3.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,
275,1,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,
276,1,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,
277,-1,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,
278,-1,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,
279,-1,2.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,
280,1,2.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,
281,1,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,
282,1,3.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,
283,1,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,
284,-1,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,
285,1,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,
286,-1,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,
287,-1,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,
288,1,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,
289,1,4.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,
